id;type;geometry_name;geometry_type;geometry_coordinates;Longitude;Latitude;Satélite;País;Estado;Município;Data;Risco de Fogo;Precipitação;Dias sem Chuva
focos_ams_24h.f07baa72-9e42-35eb-9b61-213275bca4f1;Feature;geom;Point;[-67.5054, 10.2593];-67,5054;10,2593;GOES-16;Venezuela;Aragua;Girardot;2023-03-15T19:14:07+00:00;;;
focos_ams_24h.2611e47e-3ea3-3d15-80ce-f03974cebf30;Feature;geom;Point;[-67.0217, 10.2428];-67,0217;10,2428;GOES-16;Venezuela;Miranda;Guaicaipuro;2023-03-15T19:14:07+00:00;;;
focos_ams_24h.51515760-46a4-3176-ac54-35b8a7be65d5;Feature;geom;Point;[-67.3932, 10.2784];-67,3932;10,2784;GOES-16;Venezuela;Aragua;Santiago Mariño;2023-03-15T19:14:07+00:00;;;
focos_ams_24h.b178aa65-79dd-3c8c-9331-c4fecdee918a;Feature;geom;Point;[-68.2687, 10.2005];-68,2687;10,2005;GOES-16;Venezuela;Carabobo;Montalbán;2023-03-15T19:14:07+00:00;;;
focos_ams_24h.c3014171-bfb4-395a-9dfa-e933d70e0f00;Feature;geom;Point;[-67.0172, 10.3918];-67,0172;10,3918;GOES-16;Venezuela;Miranda;Guaicaipuro;2023-03-15T19:14:06+00:00;;;
focos_ams_24h.6c1a7977-aea1-3cb7-8c46-b4ddacde1ef6;Feature;geom;Point;[-67.0166, 10.4104];-67,0166;10,4104;GOES-16;Venezuela;Distrito Capital;Libertador;2023-03-15T19:14:06+00:00;;;
focos_ams_24h.c71d014e-0848-3700-9984-899975a3d17b;Feature;geom;Point;[-66.9979, 10.4105];-66,9979;10,4105;GOES-16;Venezuela;Distrito Capital;Libertador;2023-03-15T19:14:06+00:00;;;
focos_ams_24h.ded3d265-baa9-3056-9043-9ea8dcf81534;Feature;geom;Point;[-67.0352, 10.4103];-67,0352;10,4103;GOES-16;Venezuela;Miranda;Guaicaipuro;2023-03-15T19:14:06+00:00;;;
focos_ams_24h.f4ee0c33-2ed8-3746-8199-72885dee163a;Feature;geom;Point;[-60.1095, 3.6228];-60,1095;3,6228;GOES-16;Brasil;RORAIMA;NORMANDIA;2023-03-15T19:04:45+00:00;;;
focos_ams_24h.eb30a81d-b6b0-32b5-ab51-c70673ca1907;Feature;geom;Point;[-60.1098, 3.6045];-60,1098;3,6045;GOES-16;Brasil;RORAIMA;NORMANDIA;2023-03-15T19:04:45+00:00;;;
focos_ams_24h.d9ccb9a1-2382-3783-81d6-b3b88923e269;Feature;geom;Point;[-60.0904, 3.6229];-60,0904;3,6229;GOES-16;Brasil;RORAIMA;NORMANDIA;2023-03-15T19:04:45+00:00;;;
focos_ams_24h.e15894d8-fc0a-307f-b216-b521b405b5a3;Feature;geom;Point;[-66.2991, 4.6116];-66,2991;4,6116;GOES-16;Venezuela;Amazonas;Manapiare;2023-03-15T19:04:39+00:00;;;
focos_ams_24h.75420175-30ab-328c-b96d-815f8dc7f7f6;Feature;geom;Point;[-66.2807, 4.6116];-66,2807;4,6116;GOES-16;Venezuela;Amazonas;Manapiare;2023-03-15T19:04:39+00:00;;;
focos_ams_24h.cc81ad9a-5403-3d4b-9560-fce1295aafdb;Feature;geom;Point;[-66.3671, 4.9766];-66,3671;4,9766;GOES-16;Venezuela;Amazonas;Manapiare;2023-03-15T19:04:37+00:00;;;
focos_ams_24h.cfbc92b5-8533-3dbb-a7fe-f21f4cd99d08;Feature;geom;Point;[-66.2456, 5.6168];-66,2456;5,6168;GOES-16;Venezuela;Amazonas;Manapiare;2023-03-15T19:04:33+00:00;;;
focos_ams_24h.79ef1636-3662-37de-9214-1313a03720df;Feature;geom;Point;[-67.7063, 6.2906];-67,7063;6,2906;GOES-16;Venezuela;Apure;Pedro Camejo;2023-03-15T19:04:30+00:00;;;
focos_ams_24h.07bd40e6-dc53-3975-b0fe-b9f1a0496397;Feature;geom;Point;[-67.0501, 6.9344];-67,0501;6,9344;GOES-16;Venezuela;Bolívar;Cedeño;2023-03-15T19:04:26+00:00;;;
focos_ams_24h.73880fee-6f9b-378f-b9e9-60c7247992e1;Feature;geom;Point;[-69.2916, 6.9103];-69,2916;6,9103;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:04:26+00:00;;;
focos_ams_24h.180c00d3-bdaf-3384-a6d2-c4f378bddbbc;Feature;geom;Point;[-69.3099, 6.9102];-69,3099;6,9102;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:04:26+00:00;;;
focos_ams_24h.717dedf4-a55d-3355-a08c-5e47e9766ebd;Feature;geom;Point;[-70.2396, 7.1286];-70,2396;7,1286;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.c5b17747-3a93-3ae1-be50-8e9d4305edbf;Feature;geom;Point;[-67.2665, 7.1725];-67,2665;7,1725;GOES-16;Venezuela;Apure;Pedro Camejo;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.99c325bb-3b2e-3d3b-8079-4f34eeb9d647;Feature;geom;Point;[-67.248, 7.1726];-67,248;7,1726;GOES-16;Venezuela;Apure;Pedro Camejo;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.1eae2a36-dabf-3a24-b6a7-8d22bc5d342b;Feature;geom;Point;[-69.2151, 7.1307];-69,2151;7,1307;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.b3316082-d89a-327c-9bbf-83f1a67c611c;Feature;geom;Point;[-70.2398, 7.1103];-70,2398;7,1103;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.302ef94e-4bd1-35c6-a87b-e440ed2891f5;Feature;geom;Point;[-70.587, 7.0913];-70,587;7,0913;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.1ee2c82d-9a4d-3171-8a92-ae59e938b1ba;Feature;geom;Point;[-70.5688, 7.0913];-70,5688;7,0913;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.e47cbf0c-7e53-346a-a540-187ca67c98cc;Feature;geom;Point;[-70.4592, 7.0915];-70,4592;7,0915;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.008a9b19-e7c0-3c94-98f6-388e4cd8c7df;Feature;geom;Point;[-70.441, 7.0916];-70,441;7,0916;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.379ee828-ddec-34f5-b6fe-a2c111c867fd;Feature;geom;Point;[-69.3266, 7.0203];-69,3266;7,0203;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.1c1bd3d1-0ebc-33ac-9b0c-5eb1137aee42;Feature;geom;Point;[-70.2777, 7.0001];-70,2777;7,0001;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.a6c4ad67-b35f-32ad-bc88-b340116eebf1;Feature;geom;Point;[-70.2595, 7.0001];-70,2595;7,0001;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:25+00:00;;;
focos_ams_24h.1b0a552b-7eaf-3f05-ba40-49a1fa4cc676;Feature;geom;Point;[-69.4688, 7.3138];-69,4688;7,3138;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:24+00:00;;;
focos_ams_24h.3effc827-cec2-3f60-844e-684b0993dcab;Feature;geom;Point;[-68.9573, 7.2048];-68,9573;7,2048;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:04:24+00:00;;;
focos_ams_24h.9699de6a-624f-3993-9e9e-642ad7caecd9;Feature;geom;Point;[-68.9375, 7.2967];-68,9375;7,2967;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:24+00:00;;;
focos_ams_24h.b7409d64-c69d-316c-84e2-3f39c160ef36;Feature;geom;Point;[-69.4871, 7.3138];-69,4871;7,3138;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:24+00:00;;;
focos_ams_24h.79bdcd88-cc83-3dce-9622-f7484d33be7d;Feature;geom;Point;[-67.2477, 7.191];-67,2477;7,191;GOES-16;Venezuela;Apure;Pedro Camejo;2023-03-15T19:04:24+00:00;;;
focos_ams_24h.525e29de-f36a-36a5-9750-72e42bb3a52a;Feature;geom;Point;[-69.4685, 7.3322];-69,4685;7,3322;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:24+00:00;;;
focos_ams_24h.7aa724ca-9f57-3e7a-985c-437b94712dad;Feature;geom;Point;[-62.2746, 7.5242];-62,2746;7,5242;GOES-16;Venezuela;Bolívar;Piar;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.d1e8392c-1c72-3043-ab5e-0dc28a98781c;Feature;geom;Point;[-65.837, 7.398];-65,837;7,398;GOES-16;Venezuela;Bolívar;Cedeño;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.fa40c8a4-4bf9-3f22-b187-4bdb4f7be959;Feature;geom;Point;[-67.1511, 7.3935];-67,1511;7,3935;GOES-16;Venezuela;Apure;San Fernando;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.2f54a6fe-f809-33bd-bbf3-a57c5d27b27b;Feature;geom;Point;[-66.7237, 7.5053];-66,7237;7,5053;GOES-16;Venezuela;Apure;San Fernando;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.80cf354d-59f3-3102-b379-86cf5b6479e3;Feature;geom;Point;[-64.906, 7.4384];-64,906;7,4384;GOES-16;Venezuela;Bolívar;Sucre;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.ce42811b-034e-36ec-8808-987672794887;Feature;geom;Point;[-66.7422, 7.5052];-66,7422;7,5052;GOES-16;Venezuela;Apure;San Fernando;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.17da615a-c8c2-3478-948e-83b5e2612dc6;Feature;geom;Point;[-68.6974, 7.3891];-68,6974;7,3891;GOES-16;Venezuela;Apure;Achaguas;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.6f43881b-d140-3bf4-beb7-e564ddebd282;Feature;geom;Point;[-62.255, 7.5427];-62,255;7,5427;GOES-16;Venezuela;Bolívar;Piar;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.a6dfb13e-bca2-3d79-94c8-a79a6862fb6f;Feature;geom;Point;[-68.679, 7.3892];-68,679;7,3892;GOES-16;Venezuela;Apure;Achaguas;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.37544d15-5a66-3450-817d-96da795ed9fd;Feature;geom;Point;[-62.2739, 7.5426];-62,2739;7,5426;GOES-16;Venezuela;Bolívar;Piar;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.bd6e12a5-d153-3d95-b6a3-bf4a3372cacc;Feature;geom;Point;[-61.4438, 7.4178];-61,4438;7,4178;GOES-16;Venezuela;Bolívar;Sifontes;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.7f62137e-7f99-3f1c-9c0e-f32d1b5fe5c8;Feature;geom;Point;[-69.4499, 7.3506];-69,4499;7,3506;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.05670e0b-cd3d-3507-97e3-288f7a5780af;Feature;geom;Point;[-69.7965, 7.4418];-69,7965;7,4418;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.2b3ddf68-ae5a-339d-b8b9-897bd257fe5c;Feature;geom;Point;[-69.8331, 7.4417];-69,8331;7,4417;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.03e1c7d5-ecb4-3381-bd60-a7f150dfaf89;Feature;geom;Point;[-65.8352, 7.4716];-65,8352;7,4716;GOES-16;Venezuela;Bolívar;Cedeño;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.85f88ef3-240c-3a5c-b5bf-56a8810fd184;Feature;geom;Point;[-69.8334, 7.4233];-69,8334;7,4233;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.978bcbdf-59fd-3614-be86-ad69c592f920;Feature;geom;Point;[-69.8151, 7.4233];-69,8151;7,4233;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.671e6ec4-7df6-35cd-87dd-b92ef05a6446;Feature;geom;Point;[-69.8148, 7.4417];-69,8148;7,4417;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.db2fd936-2f08-3558-b938-e3580e573e88;Feature;geom;Point;[-62.2556, 7.5243];-62,2556;7,5243;GOES-16;Venezuela;Bolívar;Piar;2023-03-15T19:04:23+00:00;;;
focos_ams_24h.1aa8c7c3-f937-33e4-b232-8e741c3fff33;Feature;geom;Point;[-66.9599, 7.6886];-66,9599;7,6886;GOES-16;Venezuela;Apure;San Fernando;2023-03-15T19:04:22+00:00;;;
focos_ams_24h.57e34aa4-245b-3e81-bf83-7cc24bd9b024;Feature;geom;Point;[-62.6683, 7.6144];-62,6683;7,6144;GOES-16;Venezuela;Bolívar;Piar;2023-03-15T19:04:22+00:00;;;
focos_ams_24h.f41dacd0-a004-3e05-b998-56cf5550962e;Feature;geom;Point;[-67.2202, 7.6141];-67,2202;7,6141;GOES-16;Venezuela;Apure;San Fernando;2023-03-15T19:04:22+00:00;;;
focos_ams_24h.4f13fdbb-9413-3752-8730-151839e923db;Feature;geom;Point;[-63.9623, 7.7373];-63,9623;7,7373;GOES-16;Venezuela;Bolívar;Heres;2023-03-15T19:04:21+00:00;;;
focos_ams_24h.570e5506-112b-321f-b103-73f5b5bccd56;Feature;geom;Point;[-66.3843, 7.7643];-66,3843;7,7643;GOES-16;Venezuela;Guárico;Las Mercedes;2023-03-15T19:04:21+00:00;;;
focos_ams_24h.c480f3eb-92df-3695-b63f-c1079e5a06fb;Feature;geom;Point;[-68.8553, 7.8118];-68,8553;7,8118;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:21+00:00;;;
focos_ams_24h.fc5ff175-713c-3b96-8df7-c66ceab499e3;Feature;geom;Point;[-69.4235, 7.8657];-69,4235;7,8657;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:21+00:00;;;
focos_ams_24h.ae2ccc48-1a86-3405-91c6-b8e19a7fbc76;Feature;geom;Point;[-65.2838, 7.916];-65,2838;7,916;GOES-16;Venezuela;Anzoátegui;Monagas;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.6a77ac35-ed0d-3490-97cf-1a111f66c37b;Feature;geom;Point;[-69.4025, 8.0315];-69,4025;8,0315;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.a3984f94-ab2f-3571-b42c-851821e42c4c;Feature;geom;Point;[-68.5945, 7.9967];-68,5945;7,9967;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.dfa6aadd-b53b-32d6-becd-cf6a92971b4a;Feature;geom;Point;[-69.5869, 7.9758];-69,5869;7,9758;GOES-16;Venezuela;Barinas;Barinas;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.edc5f67b-a152-33d8-8f2d-3c4f1a14eaef;Feature;geom;Point;[-68.1166, 7.9612];-68,1166;7,9612;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.e2f2b30f-d9df-300f-a8f5-ecfbd0c30a7d;Feature;geom;Point;[-68.6126, 8.0151];-68,6126;8,0151;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.1750cfa3-a487-361e-9ca6-fb17dabe684f;Feature;geom;Point;[-69.5872, 7.9573];-69,5872;7,9573;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.b8e8ba12-c940-3f67-b6af-5300ad3aec73;Feature;geom;Point;[-63.6352, 7.9788];-63,6352;7,9788;GOES-16;Venezuela;Bolívar;Heres;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.f6640a10-7a45-3d91-8974-8ef62ad13f46;Feature;geom;Point;[-68.6129, 7.9967];-68,6129;7,9967;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.2f6a2862-3f9c-3dd3-97c7-0e05e05c1011;Feature;geom;Point;[-69.6608, 7.9388];-69,6608;7,9388;GOES-16;Venezuela;Barinas;Pedraza;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.b9199a2c-d446-336d-b7fe-1ef56b0e9765;Feature;geom;Point;[-69.6428, 7.9204];-69,6428;7,9204;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.8c0ff3de-c656-388a-b857-b0a03edf4ce4;Feature;geom;Point;[-63.5976, 7.979];-63,5976;7,979;GOES-16;Venezuela;Bolívar;Heres;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.baebab51-f7fe-3044-b511-bfd3c36d6aa1;Feature;geom;Point;[-69.4208, 8.0314];-69,4208;8,0314;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.98bc80a3-5e2a-359e-a844-cf5a4a00e193;Feature;geom;Point;[-68.5942, 8.0151];-68,5942;8,0151;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.565c8519-ac13-3d8f-89f1-4b69e7e01e01;Feature;geom;Point;[-68.7962, 8.033];-68,7962;8,033;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.cf7321b6-51a6-3a36-be8f-33261c3a0009;Feature;geom;Point;[-69.6052, 7.9757];-69,6052;7,9757;GOES-16;Venezuela;Barinas;Barinas;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.4cbd9e1b-a3b3-334d-abc8-6b0cff6b274b;Feature;geom;Point;[-65.2833, 7.9344];-65,2833;7,9344;GOES-16;Venezuela;Anzoátegui;Monagas;2023-03-15T19:04:20+00:00;;;
focos_ams_24h.5906a796-d71c-32b5-8e5f-9141437ead19;Feature;geom;Point;[-68.9787, 8.1062];-68,9787;8,1062;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:04:19+00:00;;;
focos_ams_24h.65d5570b-bfda-34c3-939b-f92e0d6ec1d4;Feature;geom;Point;[-68.9426, 8.0695];-68,9426;8,0695;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:04:19+00:00;;;
focos_ams_24h.73f60025-c5d5-3756-a668-ea295337805c;Feature;geom;Point;[-68.7952, 8.0883];-68,7952;8,0883;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:19+00:00;;;
focos_ams_24h.694a7e92-24d6-328f-934c-2d1a513a03e6;Feature;geom;Point;[-68.9606, 8.0879];-68,9606;8,0879;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:04:19+00:00;;;
focos_ams_24h.1e9cb08d-ede1-3b34-a48a-aafa47d379e0;Feature;geom;Point;[-68.7931, 8.1989];-68,7931;8,1989;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:04:19+00:00;;;
focos_ams_24h.294b620e-44b0-34c4-b48a-940b38952e78;Feature;geom;Point;[-63.8557, 8.1255];-63,8557;8,1255;GOES-16;Venezuela;Anzoátegui;Miranda;2023-03-15T19:04:19+00:00;;;
focos_ams_24h.77f42645-fbbb-3039-9d3f-0514146d4cac;Feature;geom;Point;[-64.231, 8.1237];-64,231;8,1237;GOES-16;Venezuela;Anzoátegui;Miranda;2023-03-15T19:04:19+00:00;;;
focos_ams_24h.4292bb33-4eee-3621-b5e7-c9f3c4376859;Feature;geom;Point;[-68.7948, 8.1067];-68,7948;8,1067;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:19+00:00;;;
focos_ams_24h.b2f9f1a9-9bf2-3b63-944f-f0bbfd561261;Feature;geom;Point;[-68.7764, 8.1068];-68,7764;8,1068;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:19+00:00;;;
focos_ams_24h.ad677f01-607a-3254-a214-46db00fc6be1;Feature;geom;Point;[-63.2442, 8.3874];-63,2442;8,3874;GOES-16;Venezuela;Anzoátegui;Independencia;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.32453b05-88d0-3a14-b6a8-7210d21f30f3;Feature;geom;Point;[-69.1395, 8.3639];-69,1395;8,3639;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.24444cd2-a383-3828-b0e7-63d5d767621f;Feature;geom;Point;[-68.7354, 8.3282];-68,7354;8,3282;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.6a4aec35-eb11-3639-918e-a33602d868a7;Feature;geom;Point;[-68.8097, 8.2911];-68,8097;8,2911;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.3bc18adf-3cf5-320f-90f0-84451ba7be57;Feature;geom;Point;[-68.6073, 8.2916];-68,6073;8,2916;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.25240131-facb-392d-95f3-00758a9e5208;Feature;geom;Point;[-69.1211, 8.364];-69,1211;8,364;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.48f42bdc-41b8-32fe-b041-6984705e7c20;Feature;geom;Point;[-68.5903, 8.2179];-68,5903;8,2179;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.4dee3bd9-2470-3225-95d6-5e789bc693f9;Feature;geom;Point;[-68.8094, 8.3095];-68,8094;8,3095;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.9cb6f400-4f87-3c5f-9c20-8ee6f6e3b07e;Feature;geom;Point;[-68.8278, 8.3095];-68,8278;8,3095;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.5d2e5851-8e1d-3af9-8d4f-292335ea5828;Feature;geom;Point;[-68.6087, 8.2179];-68,6087;8,2179;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.431d9838-bcb4-3a62-a735-03cac80018ef;Feature;geom;Point;[-68.7538, 8.3281];-68,7538;8,3281;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.4605bbd8-01a3-339c-918f-3a55237da654;Feature;geom;Point;[-64.2074, 8.2716];-64,2074;8,2716;GOES-16;Venezuela;Anzoátegui;Miranda;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.ca84328b-25e2-355e-86be-af9d498b392d;Feature;geom;Point;[-68.7535, 8.3466];-68,7535;8,3466;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:04:18+00:00;;;
focos_ams_24h.ecb7562d-36f7-3e25-afb2-9f6632bfc884;Feature;geom;Point;[-62.9554, 8.537];-62,9554;8,537;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.17882d79-3196-3e15-8428-108369d51d93;Feature;geom;Point;[-62.7684, 8.4825];-62,7684;8,4825;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.459e807d-333c-3b42-8836-5d74241a3310;Feature;geom;Point;[-63.7852, 8.5326];-63,7852;8,5326;GOES-16;Venezuela;Anzoátegui;Independencia;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.732733fe-2307-3b69-ba99-f35fcfc6f8b2;Feature;geom;Point;[-63.7307, 8.4773];-63,7307;8,4773;GOES-16;Venezuela;Anzoátegui;Independencia;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.6eac2a41-b89d-3764-b420-3be455751e56;Feature;geom;Point;[-62.7845, 8.5564];-62,7845;8,5564;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.9c128333-a8e1-3da0-8f73-164318582308;Feature;geom;Point;[-62.8987, 8.5373];-62,8987;8,5373;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.9c20f3b8-4cf7-3cac-bff4-14d18e710b56;Feature;geom;Point;[-62.7852, 8.5379];-62,7852;8,5379;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.42c29ccd-4ee3-3504-a216-5b05aeb734b3;Feature;geom;Point;[-69.5055, 8.4553];-69,5055;8,4553;GOES-16;Venezuela;Barinas;Rojas;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.05424337-5788-3471-a9c8-46c01f76243f;Feature;geom;Point;[-62.7663, 8.538];-62,7663;8,538;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.1c6bc4fa-221c-37e1-b7f1-84a7136d17b3;Feature;geom;Point;[-62.3159, 8.4295];-62,3159;8,4295;GOES-16;Venezuela;Delta Amacuro;Casacoima;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.2ebb167e-877a-33c4-b429-99173684562c;Feature;geom;Point;[-63.0702, 8.4993];-63,0702;8,4993;GOES-16;Venezuela;Anzoátegui;Independencia;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.2f4a19e9-d13e-3593-9cd8-318091747200;Feature;geom;Point;[-68.402, 8.4214];-68,402;8,4214;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:04:17+00:00;;;
focos_ams_24h.322b760d-ce22-3a3f-b941-7020cd2af129;Feature;geom;Point;[-63.5182, 8.6265];-63,5182;8,6265;GOES-16;Venezuela;Anzoátegui;Independencia;2023-03-15T19:04:16+00:00;;;
focos_ams_24h.6e627f74-42fe-3c4c-9ce2-f180fdb05a7f;Feature;geom;Point;[-64.997, 8.7487];-64,997;8,7487;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:04:16+00:00;;;
focos_ams_24h.610f3fbc-0f5b-3386-badb-a07276309a1f;Feature;geom;Point;[-70.1995, 8.6936];-70,1995;8,6936;GOES-16;Venezuela;Barinas;Obispos;2023-03-15T19:04:16+00:00;;;
focos_ams_24h.69f9cfdb-a2b2-3a14-a170-198e44a0dd70;Feature;geom;Point;[-68.7101, 8.679];-68,7101;8,679;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:04:16+00:00;;;
focos_ams_24h.ec70394b-a23a-3078-8317-0671508c5f1f;Feature;geom;Point;[-65.2804, 8.6548];-65,2804;8,6548;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:04:16+00:00;;;
focos_ams_24h.d13c5fa2-9170-3b90-9087-bfb76e0f7850;Feature;geom;Point;[-65.2617, 8.6549];-65,2617;8,6549;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:04:16+00:00;;;
focos_ams_24h.54522ed4-99ea-3823-9d5d-3191de039fe5;Feature;geom;Point;[-65.2809, 8.6363];-65,2809;8,6363;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:04:16+00:00;;;
focos_ams_24h.7e4a90a5-de62-380a-a979-92ffa13e76c5;Feature;geom;Point;[-65.2623, 8.6364];-65,2623;8,6364;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:04:16+00:00;;;
focos_ams_24h.e73c8da1-5013-30c4-99bb-d9ef6ce5dff6;Feature;geom;Point;[-62.2507, 8.6336];-62,2507;8,6336;GOES-16;Venezuela;Monagas;Sotillo;2023-03-15T19:04:16+00:00;;;
