id;type;geometry_name;geometry_type;geometry_coordinates;Longitude;Latitude;Satélite;País;Estado;Município;Data;Risco de Fogo;Precipitação;Dias sem Chuva
focos_ams_24h.f7506c61-2b07-3267-885b-2d4c44f7859e;Feature;geom;Point;[-60.2812, 3.6041];-60,2812;3,6041;GOES-16;Brasil;RORAIMA;NORMANDIA;2023-03-15T19:34:45+00:00;;;
focos_ams_24h.cc891ae2-0e3c-3fd9-9728-f14be61121d6;Feature;geom;Point;[-71.4642, 4.4397];-71,4642;4,4397;GOES-16;Colombia;Meta;Puerto Gaitán;2023-03-15T19:34:40+00:00;;;
focos_ams_24h.a4c08823-d75f-305c-ab50-77b08cb5fb6d;Feature;geom;Point;[-66.281, 4.5934];-66,281;4,5934;GOES-16;Venezuela;Amazonas;Manapiare;2023-03-15T19:34:39+00:00;;;
focos_ams_24h.7c2d6699-88f6-35f5-8dd4-46ef5d2c9336;Feature;geom;Point;[-66.2612, 4.6847];-66,2612;4,6847;GOES-16;Venezuela;Amazonas;Manapiare;2023-03-15T19:34:39+00:00;;;
focos_ams_24h.39af5fc7-00d4-3f25-976d-55d8b5e42ae1;Feature;geom;Point;[-66.2807, 4.6116];-66,2807;4,6116;GOES-16;Venezuela;Amazonas;Manapiare;2023-03-15T19:34:39+00:00;;;
focos_ams_24h.869c3764-b5f0-33ad-8628-3d7fe0fb933c;Feature;geom;Point;[-66.2991, 4.6116];-66,2991;4,6116;GOES-16;Venezuela;Amazonas;Manapiare;2023-03-15T19:34:39+00:00;;;
focos_ams_24h.4803a744-88c3-3ffd-860b-60fab8364b94;Feature;geom;Point;[-71.444, 4.786];-71,444;4,786;GOES-16;Colombia;Casanare;Orocué;2023-03-15T19:34:38+00:00;;;
focos_ams_24h.ca2a8e8e-4968-3054-9269-785c46587c02;Feature;geom;Point;[-67.3186, 6.3832];-67,3186;6,3832;GOES-16;Venezuela;Apure;Pedro Camejo;2023-03-15T19:34:29+00:00;;;
focos_ams_24h.5e6a22a7-c27f-3d52-88f6-ebf525bbabe6;Feature;geom;Point;[-67.337, 6.3831];-67,337;6,3831;GOES-16;Venezuela;Apure;Pedro Camejo;2023-03-15T19:34:29+00:00;;;
focos_ams_24h.194abfd0-d0ec-3c8c-a937-3ab17bb87def;Feature;geom;Point;[-67.0316, 6.9344];-67,0316;6,9344;GOES-16;Venezuela;Bolívar;Cedeño;2023-03-15T19:34:26+00:00;;;
focos_ams_24h.5e1c39e9-0ee1-3b85-97ac-5ddca72656fa;Feature;geom;Point;[-63.013, 6.8758];-63,013;6,8758;GOES-16;Venezuela;Bolívar;Angostura;2023-03-15T19:34:26+00:00;;;
focos_ams_24h.8fd5d01f-1475-3c0c-8372-093da17b6575;Feature;geom;Point;[-63.0124, 6.8942];-63,0124;6,8942;GOES-16;Venezuela;Bolívar;Angostura;2023-03-15T19:34:26+00:00;;;
focos_ams_24h.cda0f52b-cb30-374f-959c-cce671c994c7;Feature;geom;Point;[-63.3302, 6.948];-63,3302;6,948;GOES-16;Venezuela;Bolívar;Angostura;2023-03-15T19:34:26+00:00;;;
focos_ams_24h.0b686750-fbe4-360c-8afc-af12d4a8b41c;Feature;geom;Point;[-67.0501, 6.9344];-67,0501;6,9344;GOES-16;Venezuela;Bolívar;Cedeño;2023-03-15T19:34:26+00:00;;;
focos_ams_24h.96d7638e-8c1c-3db6-bf00-9ca022fcbf7b;Feature;geom;Point;[-70.2398, 7.1103];-70,2398;7,1103;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:34:25+00:00;;;
focos_ams_24h.6fb61427-0dff-3ce7-854e-a5c3e4153a53;Feature;geom;Point;[-69.6929, 7.0012];-69,6929;7,0012;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:34:25+00:00;;;
focos_ams_24h.9318faab-3511-3a92-9dcb-9bb540c666c0;Feature;geom;Point;[-70.2401, 7.0919];-70,2401;7,0919;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:34:25+00:00;;;
focos_ams_24h.1ce354e2-6e82-378d-b821-97a873431d5d;Feature;geom;Point;[-70.441, 7.0916];-70,441;7,0916;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:34:25+00:00;;;
focos_ams_24h.474ab739-2f42-3cbb-9ba1-de6dbf56bf21;Feature;geom;Point;[-70.4592, 7.0915];-70,4592;7,0915;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:34:25+00:00;;;
focos_ams_24h.18a0e808-480e-3a73-b2ad-d6987626332f;Feature;geom;Point;[-70.587, 7.0913];-70,587;7,0913;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:34:25+00:00;;;
focos_ams_24h.86f666a4-fabc-38ba-ab7c-925d8754c4fb;Feature;geom;Point;[-62.4959, 7.1359];-62,4959;7,1359;GOES-16;Venezuela;Bolívar;Piar;2023-03-15T19:34:25+00:00;;;
focos_ams_24h.f189779b-0e20-3ee9-a341-c4dad9bc15d3;Feature;geom;Point;[-70.2216, 7.1103];-70,2216;7,1103;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:34:25+00:00;;;
focos_ams_24h.963d0b53-78ac-3434-96cc-d4e39c385e90;Feature;geom;Point;[-70.2396, 7.1286];-70,2396;7,1286;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:34:25+00:00;;;
focos_ams_24h.8facd3e5-bd90-3946-ad67-0f0b444850dc;Feature;geom;Point;[-69.4688, 7.3138];-69,4688;7,3138;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:24+00:00;;;
focos_ams_24h.74d8aa4a-8f48-39b5-bc26-9c27d63da3a2;Feature;geom;Point;[-68.9573, 7.2048];-68,9573;7,2048;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:34:24+00:00;;;
focos_ams_24h.cb71bb3c-e39b-3043-bb6f-1ffb0de4e717;Feature;geom;Point;[-68.957, 7.2231];-68,957;7,2231;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:34:24+00:00;;;
focos_ams_24h.031bc259-44da-31e2-a3fc-ce6fa7266b63;Feature;geom;Point;[-68.9754, 7.2231];-68,9754;7,2231;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:34:24+00:00;;;
focos_ams_24h.1abf1996-de54-3012-9ebb-80b1452ff235;Feature;geom;Point;[-68.9567, 7.2415];-68,9567;7,2415;GOES-16;Venezuela;Apure;Rómulo Gallegos;2023-03-15T19:34:24+00:00;;;
focos_ams_24h.b07bc7a1-7888-31f4-a1ba-22a2b7acbb60;Feature;geom;Point;[-65.5432, 7.2702];-65,5432;7,2702;GOES-16;Venezuela;Bolívar;Cedeño;2023-03-15T19:34:24+00:00;;;
focos_ams_24h.befdc201-a37b-3cb3-b105-8ae0a6218b7f;Feature;geom;Point;[-69.4874, 7.2954];-69,4874;7,2954;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:24+00:00;;;
focos_ams_24h.1a04a51e-78b7-359f-91c8-a668722299e0;Feature;geom;Point;[-69.4871, 7.3138];-69,4871;7,3138;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:24+00:00;;;
focos_ams_24h.cca2c34b-b045-3867-b21b-3b8c5fdb50e3;Feature;geom;Point;[-69.8151, 7.4233];-69,8151;7,4233;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.2fdad7a9-2fad-3756-b76d-1e9da1443e67;Feature;geom;Point;[-66.7233, 7.5237];-66,7233;7,5237;GOES-16;Venezuela;Apure;San Fernando;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.bd678c90-e92f-32d6-871f-1e71043cc8ff;Feature;geom;Point;[-62.2556, 7.5243];-62,2556;7,5243;GOES-16;Venezuela;Bolívar;Piar;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.46e700af-e15e-3c7a-84fd-3dff495151b1;Feature;geom;Point;[-68.1076, 7.4826];-68,1076;7,4826;GOES-16;Venezuela;Apure;Achaguas;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.06cd7b73-1203-314f-9487-dc60b1b1ebfa;Feature;geom;Point;[-69.8331, 7.4417];-69,8331;7,4417;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.3fdb89d1-2e02-3caa-b823-8bbe6eb82f74;Feature;geom;Point;[-69.8148, 7.4417];-69,8148;7,4417;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.ebd97073-7438-3409-b722-1f963f9fbc3c;Feature;geom;Point;[-64.9055, 7.4568];-64,9055;7,4568;GOES-16;Venezuela;Bolívar;Sucre;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.12f40893-7d5f-31b1-8850-037b79fbdf71;Feature;geom;Point;[-69.8334, 7.4233];-69,8334;7,4233;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.6bd892ad-35fd-3ac2-816a-efa80d94ae31;Feature;geom;Point;[-69.7968, 7.4234];-69,7968;7,4234;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.c124f1c9-1a92-31e6-9c3a-4df43c4d1a6d;Feature;geom;Point;[-69.8153, 7.405];-69,8153;7,405;GOES-16;Venezuela;Apure;Páez;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.209337bd-b346-3916-bc36-d468acd70716;Feature;geom;Point;[-68.6971, 7.4075];-68,6971;7,4075;GOES-16;Venezuela;Apure;Achaguas;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.40fa9a68-c2e2-34e7-865a-a7b634f51075;Feature;geom;Point;[-68.6787, 7.4076];-68,6787;7,4076;GOES-16;Venezuela;Apure;Achaguas;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.e5f53c25-17eb-30ea-83da-813750620b3a;Feature;geom;Point;[-68.6974, 7.3891];-68,6974;7,3891;GOES-16;Venezuela;Apure;Achaguas;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.ec63e6c9-8385-34b8-b5b0-e738ccffcaf5;Feature;geom;Point;[-68.679, 7.3892];-68,679;7,3892;GOES-16;Venezuela;Apure;Achaguas;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.080cc7f3-69a6-3813-8869-063f158ee0ea;Feature;geom;Point;[-61.4438, 7.4178];-61,4438;7,4178;GOES-16;Venezuela;Bolívar;Sifontes;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.677e880e-3f6b-321b-8727-f52d68678891;Feature;geom;Point;[-61.4248, 7.4179];-61,4248;7,4179;GOES-16;Venezuela;Bolívar;Sifontes;2023-03-15T19:34:23+00:00;;;
focos_ams_24h.1f693e65-21bb-369a-abae-1bf1b5bea4ae;Feature;geom;Point;[-70.2883, 7.6062];-70,2883;7,6062;GOES-16;Venezuela;Barinas;Pedraza;2023-03-15T19:34:22+00:00;;;
focos_ams_24h.6e05095e-056f-3314-aa4a-dfeee6cd1d9b;Feature;geom;Point;[-64.3387, 7.6803];-64,3387;7,6803;GOES-16;Venezuela;Bolívar;Sucre;2023-03-15T19:34:22+00:00;;;
focos_ams_24h.8b575dd5-27c2-3651-a8db-593e1bd4574e;Feature;geom;Point;[-70.4717, 7.5691];-70,4717;7,5691;GOES-16;Venezuela;Barinas;Pedraza;2023-03-15T19:34:22+00:00;;;
focos_ams_24h.dcfc8ab9-cf01-3506-ba27-718a4ccbec80;Feature;geom;Point;[-70.4721, 7.5323];-70,4721;7,5323;GOES-16;Venezuela;Barinas;Pedraza;2023-03-15T19:34:22+00:00;;;
focos_ams_24h.d961aa71-2514-32cb-8a39-0da07ae2fcf4;Feature;geom;Point;[-68.6762, 7.5547];-68,6762;7,5547;GOES-16;Venezuela;Apure;Achaguas;2023-03-15T19:34:22+00:00;;;
focos_ams_24h.ac71e765-d2f8-3d16-91df-0f7eff00b5f3;Feature;geom;Point;[-70.4719, 7.5507];-70,4719;7,5507;GOES-16;Venezuela;Barinas;Pedraza;2023-03-15T19:34:22+00:00;;;
focos_ams_24h.72e1dfa0-80dd-3bd6-a7c2-0851afb7975e;Feature;geom;Point;[-70.4536, 7.5507];-70,4536;7,5507;GOES-16;Venezuela;Barinas;Pedraza;2023-03-15T19:34:22+00:00;;;
focos_ams_24h.1ec876ef-a432-3797-ad77-126814d066b3;Feature;geom;Point;[-69.9388, 7.7357];-69,9388;7,7357;GOES-16;Venezuela;Barinas;Pedraza;2023-03-15T19:34:21+00:00;;;
focos_ams_24h.3803b30b-9369-3190-959a-06b3b869ebfd;Feature;geom;Point;[-69.4235, 7.8657];-69,4235;7,8657;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:21+00:00;;;
focos_ams_24h.9fcab7ca-afd4-3d89-a5f4-0b3b822d21d9;Feature;geom;Point;[-68.855, 7.8303];-68,855;7,8303;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:21+00:00;;;
focos_ams_24h.6f78ed85-d3f8-31d3-ba01-c706fe1f9001;Feature;geom;Point;[-68.8366, 7.8303];-68,8366;7,8303;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:21+00:00;;;
focos_ams_24h.f90015a5-20ba-3b0e-afac-a44958842fcb;Feature;geom;Point;[-69.9204, 7.7357];-69,9204;7,7357;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:21+00:00;;;
focos_ams_24h.fbbe0cc4-8285-3371-9e84-e4252fcaa3ac;Feature;geom;Point;[-68.8553, 7.8118];-68,8553;7,8118;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:21+00:00;;;
focos_ams_24h.5b89f60b-e79d-336d-a5bd-8df5c24f7beb;Feature;geom;Point;[-63.0724, 7.9262];-63,0724;7,9262;GOES-16;Venezuela;Bolívar;Angostura;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.8633449e-1656-3a20-aee7-eaf910e4ba8a;Feature;geom;Point;[-68.6126, 8.0151];-68,6126;8,0151;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.48394f89-20cc-328e-a060-6291436142f3;Feature;geom;Point;[-69.6425, 7.9388];-69,6425;7,9388;GOES-16;Venezuela;Barinas;Pedraza;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.65c5f8e0-3111-3c73-9c6c-1d2f69641550;Feature;geom;Point;[-68.5942, 8.0151];-68,5942;8,0151;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.aacfe1aa-2abb-3689-aeff-e4f2534f7ad9;Feature;geom;Point;[-63.7837, 8.0335];-63,7837;8,0335;GOES-16;Venezuela;Bolívar;Heres;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.5dd44c1e-ab2a-3433-a3f3-4c5406ecb038;Feature;geom;Point;[-69.6611, 7.9203];-69,6611;7,9203;GOES-16;Venezuela;Barinas;Pedraza;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.fd0f9131-137b-3fff-b6e2-db331bae63e4;Feature;geom;Point;[-69.4025, 8.0315];-69,4025;8,0315;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.74f50ba6-52c7-389f-a312-e451b715b5ea;Feature;geom;Point;[-62.1036, 8.0422];-62,1036;8,0422;GOES-16;Venezuela;Bolívar;Piar;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.425d126e-b832-3ef6-b582-da3503f247cb;Feature;geom;Point;[-68.6129, 7.9967];-68,6129;7,9967;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.cfc802ad-a0a1-38d0-9b80-f1871011ef2e;Feature;geom;Point;[-69.6428, 7.9204];-69,6428;7,9204;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.0a879765-b004-3579-ac39-2d5f64750d9a;Feature;geom;Point;[-63.7843, 8.015];-63,7843;8,015;GOES-16;Venezuela;Bolívar;Heres;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.65bf0d66-1980-35ef-ac23-361d0167d62a;Feature;geom;Point;[-63.0717, 7.9446];-63,0717;7,9446;GOES-16;Venezuela;Bolívar;Angostura;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.3ac06864-fbc7-38d0-80c5-95444cad8de7;Feature;geom;Point;[-68.7962, 8.033];-68,7962;8,033;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.bc7d16b3-d706-3ced-9e1e-a6f317a6c11f;Feature;geom;Point;[-68.5945, 7.9967];-68,5945;7,9967;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.b036370d-8205-3aa0-8be4-c72fb4847c8d;Feature;geom;Point;[-68.5949, 7.9783];-68,5949;7,9783;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.c4d8a8a1-3b61-3ce4-affe-51bf94b6784b;Feature;geom;Point;[-69.4208, 8.0314];-69,4208;8,0314;GOES-16;Venezuela;Apure;Muñoz;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.02e6c11d-ff4e-346b-afbc-231f48d21892;Feature;geom;Point;[-69.6608, 7.9388];-69,6608;7,9388;GOES-16;Venezuela;Barinas;Pedraza;2023-03-15T19:34:20+00:00;;;
focos_ams_24h.3429c63b-dec6-327d-bafc-df143aaebab1;Feature;geom;Point;[-68.9426, 8.0695];-68,9426;8,0695;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.66063aa4-d5bc-3424-a37a-14dec273cc19;Feature;geom;Point;[-64.231, 8.1237];-64,231;8,1237;GOES-16;Venezuela;Anzoátegui;Miranda;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.e71474ca-67fb-3765-a3ec-82cd8fa460d2;Feature;geom;Point;[-68.7958, 8.0514];-68,7958;8,0514;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.bfc61061-f30c-3afd-9b0c-4274932095aa;Feature;geom;Point;[-68.6091, 8.1994];-68,6091;8,1994;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.ac722bfc-16f9-3f2b-8d7d-e1665523b073;Feature;geom;Point;[-68.7948, 8.1067];-68,7948;8,1067;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.f6f1d010-9969-32e2-b9c9-de4e2f1437b0;Feature;geom;Point;[-68.7931, 8.1989];-68,7931;8,1989;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.95a9c83e-074f-32cc-8681-148de3f747d8;Feature;geom;Point;[-68.9242, 8.0695];-68,9242;8,0695;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.7cf46544-0046-3b8f-91db-11bd04e4013d;Feature;geom;Point;[-68.9787, 8.1062];-68,9787;8,1062;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.15254aab-430c-39dd-9099-2387caa0b9fd;Feature;geom;Point;[-68.961, 8.0694];-68,961;8,0694;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.419afea0-6c1e-3234-ae18-558c7e23a83a;Feature;geom;Point;[-68.7952, 8.0883];-68,7952;8,0883;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.01a9970d-bb00-3d5f-bde1-9eb3a5e52c30;Feature;geom;Point;[-63.8557, 8.1255];-63,8557;8,1255;GOES-16;Venezuela;Anzoátegui;Miranda;2023-03-15T19:34:19+00:00;;;
focos_ams_24h.a46a12e3-9784-36d4-a475-82e5ee0a618a;Feature;geom;Point;[-68.6087, 8.2179];-68,6087;8,2179;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:18+00:00;;;
focos_ams_24h.219e83f6-d0ab-3096-b133-5ce51f2dd9d8;Feature;geom;Point;[-69.1395, 8.3639];-69,1395;8,3639;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:34:18+00:00;;;
focos_ams_24h.dcea2e2d-b286-37ad-aa5c-44d11a851a31;Feature;geom;Point;[-64.2074, 8.2716];-64,2074;8,2716;GOES-16;Venezuela;Anzoátegui;Miranda;2023-03-15T19:34:18+00:00;;;
focos_ams_24h.b678c8fc-234c-3b36-96c1-a4e032d8c3b0;Feature;geom;Point;[-69.1211, 8.364];-69,1211;8,364;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:34:18+00:00;;;
focos_ams_24h.616c44d3-c9b1-3cc7-98de-9bd3ee0d84a0;Feature;geom;Point;[-63.8488, 8.3288];-63,8488;8,3288;GOES-16;Venezuela;Anzoátegui;Independencia;2023-03-15T19:34:18+00:00;;;
focos_ams_24h.6bd560ca-c615-3b1f-8ac0-a77b2fc1d625;Feature;geom;Point;[-68.8094, 8.3095];-68,8094;8,3095;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:34:18+00:00;;;
focos_ams_24h.2aaeb865-4e10-3727-9502-dc27f739f431;Feature;geom;Point;[-69.2698, 8.2714];-69,2698;8,2714;GOES-16;Venezuela;Barinas;Sosa;2023-03-15T19:34:18+00:00;;;
focos_ams_24h.67e90e46-cd01-30c7-a751-4a2bd3afff5f;Feature;geom;Point;[-68.1627, 8.4037];-68,1627;8,4037;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.216457af-ecc2-3f90-a5fb-4e892844ccd4;Feature;geom;Point;[-64.2199, 8.4564];-64,2199;8,4564;GOES-16;Venezuela;Anzoátegui;Miranda;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.ea6153ee-a977-3cce-835c-b90f7603964f;Feature;geom;Point;[-62.8805, 8.5189];-62,8805;8,5189;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.545ce537-6a44-3e9e-b50d-f3f2cc694666;Feature;geom;Point;[-63.7307, 8.4773];-63,7307;8,4773;GOES-16;Venezuela;Anzoátegui;Independencia;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.dbc4167f-e90d-3643-818f-670a1dcc4651;Feature;geom;Point;[-62.898, 8.5558];-62,898;8,5558;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.683b4a10-f8fa-37cf-afa0-fba287870e13;Feature;geom;Point;[-62.879, 8.5559];-62,879;8,5559;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.6a8bfb90-278d-3336-900b-ebac379b6db0;Feature;geom;Point;[-64.2387, 8.4563];-64,2387;8,4563;GOES-16;Venezuela;Anzoátegui;Miranda;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.65f4f5eb-4e56-3e39-844b-57fe1642b662;Feature;geom;Point;[-62.8987, 8.5373];-62,8987;8,5373;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.e8253e2a-c691-3458-a2ed-5b333c2c875e;Feature;geom;Point;[-62.8798, 8.5374];-62,8798;8,5374;GOES-16;Venezuela;Monagas;Libertador;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.9fcf95a8-0592-370d-b534-9e8528842a75;Feature;geom;Point;[-69.5239, 8.4552];-69,5239;8,4552;GOES-16;Venezuela;Barinas;Rojas;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.ec5bec15-4fe2-33fc-85e5-bac1be79f201;Feature;geom;Point;[-68.402, 8.4214];-68,402;8,4214;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.3246f6c2-7c67-37b2-878d-95b05abba0e1;Feature;geom;Point;[-68.4204, 8.4213];-68,4204;8,4213;GOES-16;Venezuela;Barinas;Arismendi;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.41a659b1-26f9-3d1a-9510-890c065e588c;Feature;geom;Point;[-69.5055, 8.4553];-69,5055;8,4553;GOES-16;Venezuela;Barinas;Rojas;2023-03-15T19:34:17+00:00;;;
focos_ams_24h.3ede8ca9-ea51-31b3-b5cf-2edb9bb45ffc;Feature;geom;Point;[-65.149, 8.6739];-65,149;8,6739;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.04620ce0-0c63-33ea-a0e2-0ba3d5f539c2;Feature;geom;Point;[-63.5182, 8.6265];-63,5182;8,6265;GOES-16;Venezuela;Anzoátegui;Independencia;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.f1c56574-7d6e-3c56-9941-5abcbebeff23;Feature;geom;Point;[-68.821, 8.6602];-68,821;8,6602;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.b896a26f-8b27-392e-99ae-808e9750742c;Feature;geom;Point;[-62.2507, 8.6336];-62,2507;8,6336;GOES-16;Venezuela;Monagas;Sotillo;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.9bef8214-208d-3797-bef7-5a3ac95298e5;Feature;geom;Point;[-68.7484, 8.605];-68,7484;8,605;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.a6964f39-89c1-352e-a169-ce719c44c174;Feature;geom;Point;[-63.4002, 8.7568];-63,4002;8,7568;GOES-16;Venezuela;Anzoátegui;Independencia;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.105d9595-10c4-367f-b60d-46583e3a853c;Feature;geom;Point;[-65.2634, 8.5994];-65,2634;8,5994;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.eb928445-009b-3b35-9c75-60f37721ebd8;Feature;geom;Point;[-65.2809, 8.6363];-65,2809;8,6363;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.02ac43ef-ff40-3f23-9809-fa3b17f2a09e;Feature;geom;Point;[-65.2617, 8.6549];-65,2617;8,6549;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.73812c4e-cab9-3aa6-8e69-6c1cc4982191;Feature;geom;Point;[-65.2623, 8.6364];-65,2623;8,6364;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.534b80de-0e4b-37ab-9bfd-f3aa34231862;Feature;geom;Point;[-69.9614, 8.6572];-69,9614;8,6572;GOES-16;Venezuela;Barinas;Obispos;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.b54f3f89-f998-36db-ab36-b93d9d50cffc;Feature;geom;Point;[-68.8026, 8.6602];-68,8026;8,6602;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.9a027b35-65a3-3b66-9b20-2a9fe35be7f4;Feature;geom;Point;[-68.73, 8.605];-68,73;8,605;GOES-16;Venezuela;Portuguesa;Guanarito;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.6d97c109-c75a-3365-93aa-e2720bf13779;Feature;geom;Point;[-65.2804, 8.6548];-65,2804;8,6548;GOES-16;Venezuela;Guárico;Santa María de Ipire;2023-03-15T19:34:16+00:00;;;
focos_ams_24h.55426d56-3035-371d-ac0d-2bb263ef1dd2;Feature;geom;Point;[-63.537, 8.6264];-63,537;8,6264;GOES-16;Venezuela;Anzoátegui;Independencia;2023-03-15T19:34:16+00:00;;;
